user_id,signup_date,channel,country,device,age_band,ab_group
14373,2026-08-29,paid_social,UK,android,25-34,not_in_test
14374,2025-12-04,organic,PL,android,18-24,not_in_test
14375,2026-04-22,app_store,UK,ios,25-34,control
14376,2025-12-28,organic,UK,ios,35-44,not_in_test
14377,2025-12-20,organic,PT,android,25-34,not_in_test
14378,2025-10-30,referral,UK,ios,35-44,not_in_test
14379,2026-03-25,organic,ES,ios,25-34,control
14380,2026-04-28,paid_social,PL,ios,35-44,treatment
14381,2026-01-06,paid_social,PL,ios,35-44,not_in_test
14382,2026-03-11,organic,ES,ios,18-24,control
14383,2026-02-21,paid_social,UK,ios,18-24,not_in_test
14384,2025-12-08,paid_social,UK,ios,45+,not_in_test
14385,2026-05-10,referral,PL,android,18-24,not_in_test
14386,2026-03-21,organic,PL,android,18-24,treatment
14387,2025-09-24,paid_social,PL,ios,18-24,not_in_test
14388,2026-02-27,referral,ES,android,18-24,not_in_test
14389,2026-01-20,organic,ES,ios,25-34,not_in_test
14390,2026-06-17,organic,UK,android,18-24,not_in_test
14391,2025-12-21,organic,UK,ios,45+,not_in_test
14392,2026-08-14,organic,PL,android,25-34,not_in_test
14393,2026-04-12,organic,ES,ios,25-34,treatment
14394,2025-10-18,app_store,UK,ios,18-24,not_in_test
14395,2026-01-25,paid_social,UK,android,25-34,not_in_test
14396,2026-07-19,paid_social,UK,android,18-24,not_in_test
14397,2025-12-02,organic,ES,ios,45+,not_in_test
14398,2026-05-15,organic,UK,ios,35-44,not_in_test
14399,2026-06-13,referral,PL,android,18-24,not_in_test
14400,2026-05-11,referral,UK,android,25-34,not_in_test
14401,2025-10-03,app_store,PL,android,25-34,not_in_test
14402,2026-01-15,organic,UK,ios,25-34,not_in_test
14403,2026-01-05,organic,PL,android,35-44,not_in_test
14404,2026-01-04,referral,UK,android,35-44,not_in_test
14405,2026-07-17,organic,UK,android,25-34,not_in_test
14406,2025-09-03,organic,UK,ios,25-34,not_in_test
14407,2026-03-16,organic,ES,ios,18-24,control
14408,2026-08-24,organic,PT,ios,18-24,not_in_test
14409,2026-07-16,app_store,UK,android,18-24,not_in_test
14410,2026-04-09,app_store,UK,ios,18-24,control
14411,2026-08-30,paid_social,PL,android,35-44,not_in_test
14412,2026-01-25,paid_social,UK,ios,18-24,not_in_test
14413,2026-04-11,referral,ES,android,35-44,control
14414,2026-03-17,paid_social,UK,ios,18-24,control
14415,2025-09-18,referral,PT,android,35-44,not_in_test
14416,2025-09-15,paid_social,PL,android,25-34,not_in_test
14417,2026-07-24,app_store,ES,android,25-34,not_in_test
14418,2025-11-03,organic,PT,ios,35-44,not_in_test
14419,2026-01-08,paid_social,UK,ios,25-34,not_in_test
14420,2026-04-15,app_store,UK,android,35-44,treatment
14421,2026-03-29,app_store,PL,android,35-44,control
14422,2026-03-07,app_store,UK,android,18-24,control
14423,2026-08-23,paid_social,UK,ios,25-34,not_in_test
14424,2026-06-14,referral,ES,android,25-34,not_in_test
14425,2026-08-09,organic,UK,android,35-44,not_in_test
14426,2026-04-28,paid_social,PT,android,18-24,control
14427,2026-08-23,organic,UK,ios,18-24,not_in_test
14428,2026-04-07,paid_social,UK,android,18-24,treatment
14429,2026-03-17,app_store,UK,android,25-34,treatment
14430,2026-06-24,app_store,UK,android,18-24,not_in_test
14431,2026-07-14,paid_social,UK,android,25-34,not_in_test
14432,2025-09-25,organic,ES,ios,18-24,not_in_test
14433,2026-07-29,paid_social,PL,android,18-24,not_in_test
14434,2026-05-10,organic,UK,android,18-24,not_in_test
14435,2026-07-24,organic,UK,android,25-34,not_in_test
14436,2026-05-19,app_store,ES,ios,18-24,not_in_test
14437,2026-08-04,paid_social,UK,android,18-24,not_in_test
14438,2025-12-10,organic,UK,ios,18-24,not_in_test
14439,2025-11-08,referral,ES,ios,35-44,not_in_test
14440,2025-11-11,organic,PL,ios,18-24,not_in_test
14441,2025-12-01,paid_social,UK,android,18-24,not_in_test
14442,2025-11-17,organic,PT,ios,18-24,not_in_test
14443,2026-02-08,organic,UK,android,18-24,not_in_test
14444,2025-11-12,paid_social,PL,android,18-24,not_in_test
14445,2025-10-28,referral,UK,android,25-34,not_in_test
14446,2026-03-10,paid_social,ES,android,35-44,treatment
14447,2026-06-16,app_store,PL,ios,25-34,not_in_test
14448,2025-10-20,app_store,UK,ios,25-34,not_in_test
14449,2026-03-06,app_store,PL,ios,35-44,control
14450,2026-04-28,app_store,UK,android,25-34,treatment
14451,2026-05-15,app_store,ES,android,25-34,not_in_test
14452,2025-10-09,app_store,UK,ios,25-34,not_in_test
14453,2026-05-26,organic,UK,android,25-34,not_in_test
14454,2025-09-10,organic,PT,android,25-34,not_in_test
14455,2025-11-26,referral,UK,android,18-24,not_in_test
14456,2025-12-26,app_store,UK,ios,25-34,not_in_test
14457,2026-07-08,app_store,PT,android,25-34,not_in_test
14458,2025-11-09,paid_social,PT,ios,25-34,not_in_test
14459,2026-06-12,app_store,UK,ios,25-34,not_in_test
14460,2026-08-26,referral,PL,ios,35-44,not_in_test
14461,2026-08-16,referral,PL,android,45+,not_in_test
14462,2025-12-20,organic,ES,android,45+,not_in_test
14463,2025-10-05,paid_social,PT,ios,18-24,not_in_test
14464,2025-11-20,organic,PL,ios,25-34,not_in_test
14465,2026-06-07,organic,ES,ios,25-34,not_in_test
14466,2025-11-11,paid_social,UK,ios,18-24,not_in_test
14467,2026-04-23,organic,PL,android,35-44,control
14468,2026-01-15,app_store,PT,android,25-34,not_in_test
14469,2026-06-07,paid_social,PL,ios,25-34,not_in_test
14470,2026-04-09,referral,PL,android,45+,control
14471,2026-04-02,organic,UK,android,25-34,control
14472,2026-06-12,app_store,PL,ios,45+,not_in_test
14473,2026-08-14,paid_social,PL,android,25-34,not_in_test
14474,2026-01-11,paid_social,ES,ios,18-24,not_in_test
14475,2026-03-12,paid_social,UK,ios,18-24,control
14476,2026-04-16,paid_social,ES,android,35-44,control
14477,2026-06-27,paid_social,UK,android,25-34,not_in_test
14478,2026-02-23,referral,PT,ios,25-34,not_in_test
14479,2026-01-15,app_store,PL,android,25-34,not_in_test
14480,2026-07-06,organic,PL,android,25-34,not_in_test
14481,2026-08-13,app_store,ES,android,18-24,not_in_test
14482,2026-03-27,paid_social,PL,ios,25-34,control
14483,2025-10-08,organic,UK,ios,25-34,not_in_test
14484,2025-12-15,organic,PL,ios,25-34,not_in_test
14485,2026-02-16,paid_social,PL,ios,45+,not_in_test
14486,2026-05-15,organic,PT,android,35-44,not_in_test
14487,2026-05-02,app_store,UK,ios,35-44,not_in_test
14488,2026-06-26,paid_social,UK,android,35-44,not_in_test
14489,2025-09-11,app_store,UK,ios,18-24,not_in_test
14490,2026-02-17,organic,PL,ios,45+,not_in_test
14491,2026-05-14,paid_social,PL,ios,45+,not_in_test
14492,2026-08-26,organic,ES,android,18-24,not_in_test
14493,2025-10-22,paid_social,UK,ios,35-44,not_in_test
14494,2026-07-17,paid_social,PL,android,25-34,not_in_test
14495,2025-09-03,referral,ES,ios,35-44,not_in_test
14496,2025-11-11,referral,UK,android,18-24,not_in_test
14497,2026-07-06,organic,PL,ios,45+,not_in_test
14498,2026-06-14,organic,ES,android,35-44,not_in_test
14499,2026-08-21,paid_social,UK,ios,35-44,not_in_test
14500,2026-04-07,organic,PL,android,18-24,control
14501,2026-04-13,referral,UK,android,18-24,treatment
14502,2026-03-14,paid_social,UK,ios,25-34,treatment
14503,2026-03-06,app_store,PT,ios,35-44,treatment
14504,2026-03-07,app_store,UK,ios,18-24,control
14505,2025-12-16,paid_social,ES,android,18-24,not_in_test
14506,2026-07-08,app_store,PL,android,25-34,not_in_test
14507,2026-01-08,referral,UK,ios,45+,not_in_test
14508,2026-04-11,organic,UK,ios,45+,control
14509,2026-05-02,app_store,ES,ios,45+,not_in_test
14510,2026-03-15,paid_social,UK,android,25-34,treatment
14511,2026-04-11,referral,UK,ios,45+,treatment
14512,2025-09-18,referral,UK,ios,45+,not_in_test
14513,2025-12-25,app_store,PL,android,45+,not_in_test
14514,2026-02-11,referral,UK,ios,25-34,not_in_test
14515,2026-01-22,app_store,ES,ios,18-24,not_in_test
14516,2026-07-28,organic,UK,ios,35-44,not_in_test
14517,2026-07-24,app_store,UK,android,18-24,not_in_test
14518,2026-05-18,referral,PL,ios,25-34,not_in_test
14519,2026-01-07,referral,UK,android,25-34,not_in_test
14520,2025-09-19,app_store,PT,android,35-44,not_in_test
14521,2026-06-02,organic,ES,android,25-34,not_in_test
14522,2026-07-19,organic,PL,android,18-24,not_in_test
14523,2026-02-26,app_store,ES,android,25-34,not_in_test
14524,2026-06-28,app_store,ES,ios,18-24,not_in_test
14525,2026-08-05,referral,UK,android,18-24,not_in_test
14526,2026-03-18,paid_social,UK,ios,18-24,control
14527,2025-11-16,organic,PL,ios,25-34,not_in_test
14528,2025-09-09,paid_social,ES,android,18-24,not_in_test
14529,2026-06-03,paid_social,ES,android,25-34,not_in_test
14530,2026-03-24,app_store,PL,android,25-34,control
14531,2025-10-26,paid_social,UK,ios,25-34,not_in_test
14532,2025-09-20,paid_social,PT,android,18-24,not_in_test
14533,2026-08-19,paid_social,PT,android,18-24,not_in_test
14534,2025-12-26,app_store,ES,android,25-34,not_in_test
14535,2025-12-29,paid_social,PT,android,18-24,not_in_test
14536,2026-04-17,organic,UK,ios,25-34,control
14537,2026-01-11,paid_social,PL,ios,25-34,not_in_test
14538,2026-07-30,paid_social,PL,ios,25-34,not_in_test
14539,2026-05-06,organic,PL,ios,25-34,not_in_test
14540,2026-01-09,referral,PL,ios,45+,not_in_test
14541,2025-12-07,organic,ES,ios,25-34,not_in_test
14542,2026-07-11,paid_social,PT,android,18-24,not_in_test
14543,2026-04-04,paid_social,UK,android,18-24,treatment
14544,2026-08-01,paid_social,UK,android,45+,not_in_test
14545,2026-01-04,paid_social,UK,ios,45+,not_in_test
14546,2025-09-08,referral,PT,ios,25-34,not_in_test
14547,2026-07-25,organic,PL,android,35-44,not_in_test
14548,2025-11-27,organic,PL,android,25-34,not_in_test
14549,2026-07-05,referral,PL,android,18-24,not_in_test
14550,2026-05-17,app_store,PT,android,35-44,not_in_test
14551,2025-11-24,organic,UK,ios,25-34,not_in_test
14552,2026-06-03,organic,PL,android,25-34,not_in_test
14553,2025-09-30,app_store,ES,ios,35-44,not_in_test
14554,2026-01-21,organic,UK,ios,25-34,not_in_test
14555,2026-01-08,app_store,UK,ios,25-34,not_in_test
14556,2026-04-28,app_store,PT,android,35-44,control
14557,2026-03-14,organic,UK,ios,35-44,control
14558,2026-04-11,organic,PL,ios,25-34,treatment
14559,2026-02-21,app_store,ES,android,18-24,not_in_test
14560,2026-05-28,organic,UK,ios,35-44,not_in_test
14561,2025-10-29,paid_social,ES,android,25-34,not_in_test
14562,2026-05-20,organic,UK,android,25-34,not_in_test
14563,2025-09-19,paid_social,PL,ios,35-44,not_in_test
14564,2025-10-02,app_store,UK,ios,25-34,not_in_test
14565,2026-05-22,referral,PT,ios,18-24,not_in_test
14566,2025-10-28,organic,ES,android,18-24,not_in_test
14567,2026-06-08,paid_social,UK,android,45+,not_in_test
14568,2025-10-19,referral,ES,ios,35-44,not_in_test
14569,2025-10-24,organic,PT,android,25-34,not_in_test
14570,2026-08-06,referral,ES,ios,35-44,not_in_test
14571,2025-11-04,paid_social,PT,android,35-44,not_in_test
14572,2026-07-30,organic,PT,android,35-44,not_in_test
14573,2026-01-05,app_store,ES,android,45+,not_in_test
14574,2026-06-18,paid_social,PT,ios,45+,not_in_test
14575,2026-08-08,organic,ES,android,25-34,not_in_test
14576,2025-10-13,organic,UK,ios,25-34,not_in_test
14577,2025-12-30,paid_social,UK,ios,45+,not_in_test
14578,2026-03-29,organic,PL,ios,45+,control
14579,2026-07-13,organic,UK,ios,25-34,not_in_test
14580,2025-11-08,referral,PL,ios,18-24,not_in_test
14581,2025-11-07,paid_social,ES,android,18-24,not_in_test
14582,2026-01-13,organic,PL,ios,18-24,not_in_test
14583,2025-11-14,referral,ES,android,18-24,not_in_test
14584,2025-12-07,referral,UK,ios,35-44,not_in_test
14585,2025-10-18,paid_social,UK,android,25-34,not_in_test
14586,2026-06-29,app_store,UK,ios,25-34,not_in_test
14587,2026-06-18,organic,ES,android,18-24,not_in_test
14588,2025-10-23,organic,PL,ios,25-34,not_in_test
14589,2026-03-15,organic,ES,ios,18-24,treatment
14590,2026-04-24,organic,UK,ios,25-34,control
14591,2026-04-17,paid_social,UK,android,45+,control
14592,2026-08-25,organic,PT,android,35-44,not_in_test
14593,2026-04-22,paid_social,PL,android,18-24,control
14594,2026-05-09,app_store,PL,ios,25-34,not_in_test
14595,2025-09-12,referral,PL,android,18-24,not_in_test
14596,2025-09-29,referral,PL,ios,25-34,not_in_test
14597,2026-04-14,referral,ES,ios,25-34,control
14598,2026-07-28,referral,UK,ios,18-24,not_in_test
14599,2026-01-24,paid_social,UK,android,25-34,not_in_test
14600,2026-04-23,paid_social,UK,android,25-34,control
14601,2025-11-16,organic,PL,android,25-34,not_in_test
14602,2026-02-14,organic,ES,ios,18-24,not_in_test
14603,2026-06-01,paid_social,PT,ios,18-24,not_in_test
14604,2026-04-29,paid_social,ES,ios,35-44,treatment
14605,2025-10-12,organic,PL,android,25-34,not_in_test
14606,2026-07-17,organic,PL,ios,25-34,not_in_test
14607,2026-08-04,referral,PL,android,25-34,not_in_test
14608,2026-02-21,organic,ES,ios,35-44,not_in_test
14609,2026-01-03,paid_social,UK,android,25-34,not_in_test
14610,2026-03-13,organic,PL,android,25-34,treatment
14611,2026-06-19,organic,PL,android,25-34,not_in_test
14612,2026-02-12,referral,ES,android,25-34,not_in_test
14613,2025-09-11,organic,UK,ios,25-34,not_in_test
14614,2025-09-27,organic,UK,ios,35-44,not_in_test
14615,2026-06-23,app_store,PL,ios,18-24,not_in_test
14616,2026-06-14,paid_social,PL,android,18-24,not_in_test
14617,2026-06-09,paid_social,UK,ios,18-24,not_in_test
14618,2025-10-17,paid_social,PL,android,18-24,not_in_test
14619,2025-11-02,organic,PL,android,18-24,not_in_test
14620,2026-01-22,paid_social,UK,ios,45+,not_in_test
14621,2025-11-24,paid_social,PL,ios,35-44,not_in_test
14622,2026-01-19,organic,UK,ios,25-34,not_in_test
14623,2026-03-23,organic,PT,ios,18-24,control
14624,2025-12-11,paid_social,UK,ios,35-44,not_in_test
14625,2025-10-15,organic,PL,ios,45+,not_in_test
14626,2026-01-25,organic,PL,ios,25-34,not_in_test
14627,2026-05-22,paid_social,UK,ios,25-34,not_in_test
14628,2026-04-13,paid_social,PT,ios,35-44,control
14629,2025-12-27,paid_social,PL,ios,25-34,not_in_test
14630,2025-12-23,organic,UK,android,35-44,not_in_test
14631,2026-04-01,referral,ES,android,18-24,control
14632,2025-11-02,app_store,ES,ios,45+,not_in_test
14633,2026-07-01,paid_social,PT,android,18-24,not_in_test
14634,2026-07-14,app_store,PL,android,35-44,not_in_test
14635,2025-09-10,paid_social,PL,ios,25-34,not_in_test
14636,2026-08-20,organic,UK,android,35-44,not_in_test
14637,2025-09-09,paid_social,UK,android,18-24,not_in_test
14638,2026-02-14,paid_social,PL,android,25-34,not_in_test
14639,2026-05-01,app_store,PT,ios,25-34,not_in_test
14640,2025-12-29,organic,PL,ios,18-24,not_in_test
14641,2025-11-14,organic,ES,ios,25-34,not_in_test
14642,2025-09-18,app_store,UK,ios,45+,not_in_test
14643,2026-05-23,organic,UK,android,35-44,not_in_test
14644,2025-09-14,paid_social,PL,android,18-24,not_in_test
14645,2026-02-24,organic,PT,android,45+,not_in_test
14646,2026-01-22,app_store,UK,ios,35-44,not_in_test
14647,2026-08-19,organic,UK,ios,18-24,not_in_test
14648,2026-08-05,referral,PT,ios,45+,not_in_test
14649,2026-06-25,paid_social,PL,android,25-34,not_in_test
14650,2026-05-24,app_store,UK,ios,25-34,not_in_test
14651,2026-03-17,app_store,PT,android,18-24,treatment
14652,2026-01-06,referral,ES,android,45+,not_in_test
14653,2025-10-31,organic,PL,ios,25-34,not_in_test
14654,2026-08-19,paid_social,PT,android,25-34,not_in_test
14655,2026-01-19,app_store,UK,ios,25-34,not_in_test
14656,2026-02-04,paid_social,PL,ios,35-44,not_in_test
14657,2025-10-22,app_store,UK,ios,18-24,not_in_test
14658,2025-12-10,referral,ES,ios,25-34,not_in_test
14659,2026-04-19,organic,UK,android,18-24,treatment
14660,2026-02-03,organic,ES,android,18-24,not_in_test
14661,2026-04-02,organic,PL,android,25-34,treatment
14662,2025-11-17,referral,PL,ios,25-34,not_in_test
14663,2025-09-30,paid_social,PL,android,25-34,not_in_test
14664,2026-07-20,organic,UK,android,25-34,not_in_test
14665,2026-02-05,referral,UK,ios,25-34,not_in_test
14666,2026-01-10,organic,UK,ios,18-24,not_in_test
14667,2025-12-14,paid_social,PT,android,25-34,not_in_test
14668,2026-04-28,paid_social,PT,android,45+,treatment
14669,2026-03-24,paid_social,ES,android,25-34,control
14670,2026-01-20,organic,UK,android,18-24,not_in_test
14671,2026-08-05,referral,PT,ios,25-34,not_in_test
14672,2026-07-26,app_store,UK,android,18-24,not_in_test
14673,2025-11-12,referral,PL,ios,25-34,not_in_test
14674,2026-04-22,app_store,UK,ios,18-24,control
14675,2026-08-19,organic,ES,ios,18-24,not_in_test
14676,2026-02-25,organic,PL,android,45+,not_in_test
14677,2025-09-11,organic,PL,android,25-34,not_in_test
14678,2025-10-19,referral,UK,android,18-24,not_in_test
14679,2026-05-02,organic,PL,android,18-24,not_in_test
14680,2026-07-26,app_store,UK,ios,45+,not_in_test
14681,2025-10-17,paid_social,PT,ios,35-44,not_in_test
14682,2026-03-19,app_store,PL,ios,18-24,control
14683,2026-02-28,paid_social,UK,ios,25-34,not_in_test
14684,2025-12-13,referral,UK,ios,35-44,not_in_test
14685,2026-04-18,paid_social,UK,android,25-34,treatment
14686,2026-07-17,paid_social,PL,android,25-34,not_in_test
14687,2025-11-27,referral,UK,android,25-34,not_in_test
14688,2025-09-20,organic,UK,ios,35-44,not_in_test
14689,2026-01-09,app_store,UK,android,35-44,not_in_test
14690,2025-12-24,referral,UK,android,35-44,not_in_test
14691,2026-05-23,referral,PL,ios,18-24,not_in_test
14692,2026-03-15,organic,PT,ios,25-34,treatment
14693,2025-09-07,organic,UK,ios,25-34,not_in_test
14694,2026-01-02,organic,PL,android,25-34,not_in_test
14695,2026-05-26,paid_social,PL,android,18-24,not_in_test
14696,2026-02-21,organic,UK,android,25-34,not_in_test
14697,2026-03-24,app_store,ES,ios,25-34,control
14698,2025-12-06,app_store,PT,ios,25-34,not_in_test
14699,2025-12-26,organic,PL,android,25-34,not_in_test
14700,2025-10-18,referral,PL,ios,45+,not_in_test
14701,2025-09-30,organic,PL,android,18-24,not_in_test
14702,2025-09-14,organic,UK,android,25-34,not_in_test
14703,2026-04-16,organic,UK,android,35-44,treatment
14704,2025-10-28,app_store,ES,ios,25-34,not_in_test
14705,2026-03-28,app_store,ES,android,25-34,control
14706,2026-08-13,organic,ES,android,25-34,not_in_test
14707,2026-05-12,organic,PL,android,35-44,not_in_test
14708,2026-03-29,paid_social,ES,android,35-44,treatment
14709,2025-10-13,paid_social,PT,android,25-34,not_in_test
14710,2026-02-25,organic,PL,ios,25-34,not_in_test
14711,2026-07-22,app_store,ES,ios,35-44,not_in_test
14712,2026-01-18,app_store,ES,android,25-34,not_in_test
14713,2026-06-28,paid_social,PL,ios,25-34,not_in_test
14714,2026-05-16,app_store,PT,ios,18-24,not_in_test
14715,2025-12-07,referral,PT,android,18-24,not_in_test
14716,2025-10-22,paid_social,PL,android,25-34,not_in_test
14717,2025-09-07,app_store,PL,android,18-24,not_in_test
14718,2025-12-10,paid_social,UK,ios,25-34,not_in_test
14719,2025-12-31,paid_social,ES,android,35-44,not_in_test
14720,2026-04-27,organic,UK,ios,25-34,treatment
14721,2026-03-28,referral,UK,ios,45+,treatment
14722,2026-02-22,organic,UK,ios,45+,not_in_test
14723,2026-05-22,organic,UK,ios,25-34,not_in_test
14724,2026-06-08,paid_social,UK,ios,18-24,not_in_test
14725,2026-05-18,paid_social,UK,ios,18-24,not_in_test
14726,2026-07-24,organic,ES,ios,25-34,not_in_test
14727,2026-01-09,organic,PL,android,18-24,not_in_test
14728,2026-06-27,app_store,ES,ios,25-34,not_in_test
14729,2026-02-01,paid_social,ES,ios,45+,not_in_test
14730,2025-11-07,paid_social,PL,android,45+,not_in_test
14731,2025-10-24,app_store,UK,android,35-44,not_in_test
14732,2025-10-04,app_store,UK,android,25-34,not_in_test
14733,2026-08-14,organic,ES,android,35-44,not_in_test
14734,2025-11-01,paid_social,PL,ios,45+,not_in_test
14735,2026-07-02,organic,ES,android,35-44,not_in_test
14736,2026-06-13,paid_social,ES,android,25-34,not_in_test
14737,2026-02-07,referral,UK,ios,25-34,not_in_test
14738,2026-07-30,organic,ES,android,25-34,not_in_test
14739,2026-07-28,paid_social,PT,android,25-34,not_in_test
14740,2026-08-03,organic,PL,ios,18-24,not_in_test
14741,2026-02-28,paid_social,ES,ios,18-24,not_in_test
14742,2025-12-18,organic,PL,ios,35-44,not_in_test
14743,2025-09-16,app_store,UK,android,25-34,not_in_test
14744,2026-07-03,paid_social,UK,android,25-34,not_in_test
14745,2026-07-15,organic,PT,ios,25-34,not_in_test
14746,2026-03-15,referral,PT,ios,25-34,treatment
14747,2025-09-26,organic,UK,android,18-24,not_in_test
14748,2026-06-27,paid_social,UK,android,18-24,not_in_test
14749,2025-12-18,paid_social,UK,android,25-34,not_in_test
14750,2026-03-19,organic,PL,ios,25-34,treatment
14751,2026-04-29,organic,PL,ios,18-24,control
14752,2025-10-24,organic,ES,ios,18-24,not_in_test
14753,2025-09-23,referral,UK,android,18-24,not_in_test
14754,2025-09-29,referral,UK,android,35-44,not_in_test
14755,2026-08-16,organic,UK,android,35-44,not_in_test
14756,2026-08-15,organic,ES,ios,25-34,not_in_test
14757,2026-02-03,app_store,PL,ios,45+,not_in_test
14758,2026-02-02,organic,UK,android,25-34,not_in_test
14759,2026-01-27,organic,UK,ios,25-34,not_in_test
14760,2026-01-06,referral,UK,ios,25-34,not_in_test
14761,2026-03-17,organic,PT,ios,45+,control
14762,2026-01-08,app_store,PL,android,18-24,not_in_test
14763,2026-04-13,organic,PT,ios,18-24,treatment
14764,2026-01-16,app_store,UK,ios,25-34,not_in_test
14765,2026-04-18,paid_social,PL,android,25-34,treatment
14766,2026-08-10,organic,PL,android,35-44,not_in_test
14767,2025-11-14,paid_social,UK,ios,25-34,not_in_test
14768,2025-09-23,app_store,UK,ios,18-24,not_in_test
14769,2026-03-11,paid_social,UK,ios,25-34,control
14770,2025-10-14,organic,PT,ios,35-44,not_in_test
14771,2025-11-24,app_store,PL,ios,18-24,not_in_test
14772,2026-06-15,organic,PL,ios,35-44,not_in_test
14773,2026-01-31,organic,PL,ios,18-24,not_in_test
14774,2026-03-19,organic,UK,android,25-34,treatment
14775,2026-06-10,app_store,ES,android,35-44,not_in_test
14776,2025-10-17,organic,PT,android,25-34,not_in_test
14777,2026-02-22,organic,UK,android,25-34,not_in_test
14778,2025-09-13,app_store,ES,android,45+,not_in_test
14779,2026-03-01,paid_social,UK,android,18-24,treatment
14780,2025-11-21,organic,PL,ios,18-24,not_in_test
14781,2026-07-29,paid_social,PL,ios,25-34,not_in_test
14782,2025-12-04,organic,PT,ios,45+,not_in_test
14783,2025-11-12,paid_social,UK,android,25-34,not_in_test
14784,2025-09-06,organic,UK,ios,25-34,not_in_test
14785,2025-10-19,paid_social,ES,ios,18-24,not_in_test
14786,2025-11-18,referral,ES,ios,25-34,not_in_test
14787,2025-11-23,organic,ES,ios,18-24,not_in_test
14788,2026-05-27,organic,UK,ios,25-34,not_in_test
14789,2026-07-21,paid_social,PL,android,35-44,not_in_test
14790,2026-07-09,referral,PL,ios,35-44,not_in_test
14791,2026-08-15,referral,UK,ios,25-34,not_in_test
14792,2026-07-24,referral,UK,android,25-34,not_in_test
14793,2026-02-13,app_store,ES,android,25-34,not_in_test
14794,2026-01-20,app_store,UK,android,45+,not_in_test
14795,2026-04-25,app_store,UK,android,35-44,treatment
14796,2025-12-26,paid_social,UK,ios,25-34,not_in_test
14797,2026-04-08,organic,PL,ios,45+,control
14798,2026-08-30,paid_social,PT,android,45+,not_in_test
14799,2025-11-12,organic,UK,ios,35-44,not_in_test
14800,2026-06-08,organic,PT,ios,45+,not_in_test
14801,2026-08-07,organic,UK,android,45+,not_in_test
14802,2026-03-15,paid_social,UK,ios,25-34,control
14803,2026-01-08,referral,UK,ios,18-24,not_in_test
14804,2025-12-02,paid_social,PL,android,35-44,not_in_test
14805,2025-11-01,organic,ES,ios,18-24,not_in_test
14806,2025-12-26,app_store,PT,ios,25-34,not_in_test
14807,2026-05-30,paid_social,UK,android,25-34,not_in_test
14808,2026-03-07,organic,ES,ios,35-44,treatment
14809,2025-11-20,organic,PT,android,25-34,not_in_test
14810,2026-03-17,organic,PL,ios,25-34,treatment
14811,2026-06-22,app_store,ES,ios,35-44,not_in_test
14812,2025-09-05,organic,PT,android,18-24,not_in_test
14813,2025-09-08,app_store,PT,ios,25-34,not_in_test
14814,2026-08-16,organic,UK,android,25-34,not_in_test
14815,2026-05-31,referral,UK,android,25-34,not_in_test
14816,2026-03-29,organic,ES,ios,45+,treatment
14817,2026-07-27,paid_social,PT,android,25-34,not_in_test
14818,2026-04-03,paid_social,ES,ios,18-24,treatment
14819,2026-03-09,organic,PT,android,25-34,control
14820,2025-11-16,app_store,ES,android,25-34,not_in_test
14821,2026-06-23,referral,UK,ios,45+,not_in_test
14822,2026-06-06,organic,UK,android,35-44,not_in_test
14823,2025-12-17,referral,UK,ios,18-24,not_in_test
14824,2026-05-27,organic,UK,android,25-34,not_in_test
14825,2026-05-23,app_store,PL,ios,18-24,not_in_test
14826,2025-10-05,paid_social,PL,ios,45+,not_in_test
14827,2025-10-29,organic,UK,ios,18-24,not_in_test
14828,2026-04-05,organic,PL,ios,25-34,control
14829,2026-04-15,organic,UK,ios,18-24,treatment
14830,2026-04-28,app_store,PL,ios,25-34,control
14831,2026-01-14,organic,PL,android,35-44,not_in_test
14832,2026-07-02,organic,UK,android,18-24,not_in_test
14833,2026-02-10,app_store,PT,ios,18-24,not_in_test
14834,2025-11-15,organic,PL,ios,35-44,not_in_test
14835,2025-10-12,organic,PL,android,18-24,not_in_test
14836,2026-07-17,referral,PL,android,25-34,not_in_test
14837,2026-05-16,organic,UK,ios,18-24,not_in_test
14838,2026-02-15,app_store,PT,ios,25-34,not_in_test
14839,2025-11-16,paid_social,ES,android,35-44,not_in_test
14840,2025-10-06,organic,UK,ios,25-34,not_in_test
14841,2025-10-26,paid_social,UK,ios,45+,not_in_test
14842,2025-10-09,organic,ES,android,18-24,not_in_test
14843,2026-03-12,paid_social,PT,android,35-44,control
14844,2025-11-12,paid_social,UK,android,25-34,not_in_test
14845,2025-10-17,referral,PL,ios,18-24,not_in_test
14846,2025-12-12,paid_social,ES,android,25-34,not_in_test
14847,2026-05-13,referral,UK,android,18-24,not_in_test
14848,2026-02-28,organic,PT,android,18-24,not_in_test
14849,2025-10-26,app_store,ES,android,25-34,not_in_test
14850,2026-05-31,organic,UK,ios,18-24,not_in_test
14851,2026-02-26,app_store,ES,ios,25-34,not_in_test
14852,2025-11-07,paid_social,ES,android,45+,not_in_test
14853,2026-05-10,organic,PT,android,18-24,not_in_test
14854,2026-08-28,paid_social,PL,android,25-34,not_in_test
14855,2026-03-16,app_store,PL,android,25-34,control
14856,2025-10-29,app_store,PL,ios,25-34,not_in_test
14857,2025-12-22,referral,UK,android,25-34,not_in_test
14858,2026-04-07,paid_social,UK,ios,18-24,control
14859,2026-08-30,paid_social,UK,android,25-34,not_in_test
14860,2026-08-05,organic,UK,android,25-34,not_in_test
